net,length_um
_04625_,23.12
_06157_,23.08
clknet_leaf_94_i_clk,23.06
blkProj14999_7.blk3989_105.Result\[28\],23.04
_07650_,23
blkProj14999_7.blk2116_47.r_Registers\[9\]\[21\],23
blkProj14999_7.blkProj14963_55.blk3902_64.r_Mem\[2\]\[12\],23
_07795_,22.98
_04684_,22.96
_07734_,22.96
_03533_,22.92
_05511_,22.89
_04221_,22.86
_06384_,22.84
_06797_,22.82
blkProj14999_7.blk2116_47.r_Registers\[27\]\[13\],22.78
blkProj14999_7.blk2116_47.r_Registers\[5\]\[7\],22.78
blkProj14999_7.blk2116_47.r_Registers\[24\]\[18\],22.76
_05758_,22.74
blkProj14999_7.blk2116_47.r_Registers\[27\]\[27\],22.74
_03478_,22.72
_07611_,22.72
blkProj14999_7.blk2116_47.r_Registers\[22\]\[21\],22.72
blkProj14999_7.blk3997_110.PC\[12\],22.72
_07667_,22.7
blkProj14999_7.blk2116_47.r_Registers\[3\]\[0\],22.7
blkProj14999_7.blk2116_47.r_Registers\[3\]\[24\],22.68
blkProj14999_7.blk2116_47.r_Registers\[4\]\[0\],22.68
_06920_,22.66
blkProj14999_7.blk2116_47.r_Registers\[5\]\[3\],22.66
_08084_,22.64
blkProj14999_7.blk2116_47.r_Registers\[29\]\[1\],22.64
blkProj14999_7.blk2116_47.r_Registers\[31\]\[30\],22.64
_05646_,22.62
blkProj14999_7.blk3994_49.rs1_data_o\[25\],22.62
net220,22.62
blkProj14999_7.blk2116_47.r_Registers\[11\]\[24\],22.6
_03711_,22.58
_06485_,22.58
_07805_,22.58
_05350_,22.56
_06189_,22.56
_06616_,22.56
_03606_,22.54
_05151_,22.54
_02725_,22.52
blkProj14999_7.blk2116_47.r_Registers\[16\]\[12\],22.52
blkProj14999_7.blk2116_47.r_Registers\[6\]\[28\],22.52
_00610_,22.51
_03731_,22.5
_05964_,22.5
blkProj14999_7.blk2116_47.r_Registers\[31\]\[3\],22.5
blkProj14999_7.blk2116_47.r_Registers\[17\]\[20\],22.495
_07844_,22.48
net178,22.48
_04961_,22.46
_06578_,22.46
blkProj14999_7.blk2116_47.r_Registers\[10\]\[29\],22.44
_05606_,22.42
_07510_,22.42
blkProj14999_7.blk2116_47.r_Registers\[18\]\[19\],22.42
blkProj14999_7.blk2116_47.r_Registers\[18\]\[12\],22.405
_04803_,22.4
_08014_,22.4
_08341_,22.4
blkProj14999_7.blk2116_47.r_Registers\[17\]\[29\],22.39
blkProj14999_7.blk2116_47.r_Registers\[26\]\[4\],22.39
_03718_,22.38
_06037_,22.38
_08072_,22.38
_03617_,22.36
blkProj14999_7.blk2116_47.r_Registers\[23\]\[15\],22.34
blkProj14999_7.blk2116_47.r_Registers\[24\]\[17\],22.32
_05182_,22.3
_07643_,22.26
_07873_,22.26
blkProj14999_7.blk2116_47.r_Registers\[24\]\[30\],22.26
blkProj14999_7.blk2116_47.r_Registers\[3\]\[29\],22.26
_04610_,22.24
_05523_,22.24
net187,22.24
blkProj14999_7.blk2116_47.r_Registers\[20\]\[31\],22.19
_06089_,22.16
_06140_,22.16
blkProj14999_7.blk2116_47.r_Registers\[17\]\[28\],22.15
blkProj14999_7.blk2116_47.r_Registers\[24\]\[20\],22.14
net298,22.14
_06178_,22.125
_04886_,22.12
blkProj14999_7.blk2116_47.r_Registers\[21\]\[6\],22.095
blkProj14999_7.blk2116_47.r_Registers\[10\]\[13\],22.08
blkProj14999_7.blk2116_47.r_Registers\[30\]\[13\],22.07
blkProj14999_7.blk2116_47.r_Registers\[1\]\[13\],22.06
_05106_,22.04
blkProj14999_7.blk3994_49.rs1_data_o\[29\],22.04
blkProj14999_7.blk2116_47.r_Registers\[5\]\[11\],22
blkProj14999_7.blk2116_47.r_Registers\[18\]\[20\],21.98
_07797_,21.96
_07061_,21.94
_05760_,21.92
blkProj14999_7.blk2116_47.r_Registers\[25\]\[14\],21.91
blkProj14999_7.blk2116_47.r_Registers\[29\]\[27\],21.91
blkProj14999_7.blk2116_47.r_Registers\[7\]\[1\],21.9
_06128_,21.88
_03456_,21.84
_06544_,21.84
blkProj14999_7.blk3994_49.rs1_data_o\[27\],21.8
blkProj14999_7.blk2116_47.r_Registers\[20\]\[21\],21.78
blkProj14999_7.blk2116_47.r_Registers\[31\]\[31\],21.78
blkProj14999_7.blk2116_47.r_Registers\[29\]\[5\],21.77
_07370_,21.76
blkProj14999_7.blk2116_47.r_Registers\[19\]\[3\],21.74
net223,21.72
_05049_,21.7
blkProj14999_7.blk2116_47.r_Registers\[8\]\[18\],21.7
_04870_,21.685
net117,21.66
blkProj14999_7.blk2116_47.r_Registers\[26\]\[29\],21.655
blkProj14999_7.blk2116_47.r_Registers\[11\]\[2\],21.62
_06342_,21.6
blkProj14999_7.blk2116_47.r_Registers\[25\]\[26\],21.6
_07096_,21.58
_08023_,21.58
blkProj14999_7.blk2116_47.r_Registers\[11\]\[10\],21.58
_06909_,21.56
_07533_,21.56
_04839_,21.54
blkProj14999_7.blk2116_47.r_Registers\[27\]\[16\],21.48
_06801_,21.46
blkProj14999_7.blk2116_47.r_Registers\[1\]\[1\],21.46
_05309_,21.435
_07599_,21.435
_05454_,21.42
blkProj14999_7.blk2116_47.r_Registers\[14\]\[4\],21.42
_08053_,21.4
blkProj14999_7.blk2116_47.r_Registers\[3\]\[7\],21.4
_00372_,21.39
blkProj14999_7.blk2116_47.r_Registers\[17\]\[31\],21.39
_05602_,21.34
_06243_,21.34
blkProj14999_7.blk2116_47.r_Registers\[22\]\[19\],21.34
blkProj14999_7.blk2116_47.r_Registers\[30\]\[18\],21.305
_04719_,21.3
_06940_,21.3
blkProj14999_7.blk2116_47.r_Registers\[8\]\[4\],21.3
_07860_,21.295
blkProj14999_7.blk2116_47.r_Registers\[21\]\[24\],21.27
_05236_,21.26
_07657_,21.26
blkProj14999_7.blk2116_47.r_Registers\[13\]\[13\],21.26
_05167_,21.24
_05553_,21.24
_07002_,21.24
_07641_,21.24
_08258_,21.24
_05552_,21.22
_06574_,21.22
_03714_,21.2
_05727_,21.2
blkProj14999_7.blk2116_47.r_Registers\[2\]\[7\],21.17
_06835_,21.16
blkProj14999_7.blk2116_47.r_Registers\[15\]\[12\],21.16
net171,21.16
_05132_,21.14
_03518_,21.12
_05108_,21.12
net153,21.12
blkProj14999_7.blk2116_47.r_Registers\[24\]\[1\],21.11
_05804_,21.1
blkProj14999_7.blk2116_47.r_Registers\[24\]\[19\],21.1
blkProj14999_7.blk3997_110.PC\[31\],21.1
_07864_,21.08
blkProj14999_7.blk2116_47.r_Registers\[31\]\[5\],21.08
blkProj14999_7.blk2116_47.r_Registers\[23\]\[21\],21.06
blkProj14999_7.blk2116_47.r_Registers\[29\]\[25\],21.06
_06429_,21.04
blkProj14999_7.blkProj14991_42.blk3979_4.multiplier\[9\],21.04
blkProj14999_7.blk2116_47.r_Registers\[1\]\[0\],21.02
_04247_,20.98
_04906_,20.98
blkProj14999_7.blk2116_47.r_Registers\[0\]\[19\],20.97
_05505_,20.96
blkProj14999_7.blk2116_47.r_Registers\[0\]\[25\],20.96
blkProj14999_7.blk2116_47.r_Registers\[8\]\[28\],20.96
blkProj14999_7.blkProj14991_42.blk3979_4.multiplicand\[39\],20.96
blkProj14999_7.blk2116_47.r_Registers\[0\]\[28\],20.94
blkProj14999_7.blk2116_47.r_Registers\[22\]\[26\],20.94
blkProj14999_7.blk2116_47.r_Registers\[18\]\[27\],20.935
_06478_,20.92
_07632_,20.9
blkProj14999_7.blk2116_47.r_Registers\[2\]\[21\],20.87
_05814_,20.84
blkProj14999_7.blk2116_47.r_Registers\[30\]\[12\],20.825
blkProj14999_7.blk2116_47.r_Registers\[16\]\[13\],20.82
_05438_,20.8
_07407_,20.78
_03539_,20.77
_06267_,20.76
blkProj14999_7.blk2116_47.r_Registers\[12\]\[8\],20.75
_05406_,20.74
_08176_,20.74
blkProj14999_7.blk2116_47.r_Registers\[16\]\[31\],20.74
blkProj14999_7.blk2116_47.r_Registers\[24\]\[4\],20.74
net125,20.72
_05663_,20.7
_05888_,20.7
_07542_,20.7
blkProj14999_7.blk2116_47.r_Registers\[3\]\[3\],20.68
blkProj14999_7.blk2116_47.r_Registers\[26\]\[19\],20.67
_04889_,20.665
_05070_,20.66
_07301_,20.66
blkProj14999_7.blk2116_47.r_Registers\[20\]\[8\],20.66
_04927_,20.655
blkProj14999_7.blk2116_47.r_Registers\[29\]\[10\],20.62
_06196_,20.6
blkProj14999_7.blk3997_110.PC\[23\],20.6
blkProj14999_7.blk2116_47.r_Registers\[5\]\[27\],20.58
blkProj14999_7.blk2116_47.r_Registers\[18\]\[2\],20.57
_06174_,20.56
_07017_,20.56
_07378_,20.56
blkProj14999_7.blkProj14991_42.blk3979_4.multiplicand\[59\],20.56
blkProj14999_7.blk4000_70.o_Data\[16\],20.54
_05298_,20.52
_06961_,20.52
_08953_,20.46
blkProj14999_7.blk3989_105.MULT\[4\],20.46
_06254_,20.45
_04243_,20.42
_06025_,20.42
blkProj14999_7.blk2116_47.r_Registers\[29\]\[15\],20.42
blkProj14999_7.blk2116_47.r_Registers\[9\]\[14\],20.42
_06100_,20.41
blkProj14999_7.blk2116_47.r_Registers\[12\]\[23\],20.4
blkProj14999_7.blk2116_47.r_Registers\[1\]\[3\],20.4
blkProj14999_7.blk2116_47.r_Registers\[5\]\[5\],20.4
blkProj14999_7.blk2116_47.r_Registers\[29\]\[31\],20.39
_05136_,20.36
_07434_,20.34
_06009_,20.32
blkProj14999_7.blk2116_47.r_Registers\[28\]\[26\],20.32
blkProj14999_7.blk2116_47.r_Registers\[29\]\[23\],20.3
blkProj14999_7.blk2116_47.r_Registers\[6\]\[0\],20.29
blkProj14999_7.blk2116_47.r_Registers\[17\]\[19\],20.25
blkProj14999_7.blk2116_47.r_Registers\[18\]\[25\],20.225
net251,20.22
_05008_,20.2
blkProj14999_7.blk2116_47.r_Registers\[6\]\[31\],20.2
_06594_,20.18
_03734_,20.16
blkProj14999_7.blk3989_105.MULT\[15\],20.16
_07620_,20.14
blkProj14999_7.blk2116_47.r_Registers\[28\]\[28\],20.14
net129,20.125
blkProj14999_7.blk3994_49.rs1_data_o\[31\],20.12
blkProj14999_7.blk3997_110.PC\[7\],20.12
blkProj14999_7.blk2116_47.r_Registers\[22\]\[0\],20.11
_06635_,20.1
_04126_,20.08
_04595_,20.06
blkProj14999_7.blk2116_47.r_Registers\[31\]\[6\],20.06
blkProj14999_7.blk2116_47.r_Registers\[0\]\[2\],20.04
blkProj14999_7.blk2116_47.r_Registers\[1\]\[18\],20.04
blkProj14999_7.blk2116_47.r_Registers\[27\]\[20\],20.04
_05206_,20
_05541_,19.98
blkProj14999_7.blk2116_47.r_Registers\[18\]\[11\],19.945
_06811_,19.94
blkProj14999_7.blk2116_47.r_Registers\[29\]\[13\],19.92
_04552_,19.9
_04830_,19.9
_07653_,19.9
blkProj14999_7.blk2116_47.r_Registers\[0\]\[30\],19.9
_07527_,19.88
blkProj14999_7.blk2116_47.r_Registers\[18\]\[18\],19.88
blkProj14999_7.blkProj14963_55.blk3902_64.r_Mem\[2\]\[18\],19.88
net236,19.88
_05169_,19.86
_06425_,19.86
blkProj14999_7.blk3989_105.MULT\[23\],19.86
_07437_,19.85
_05434_,19.84
_07535_,19.84
_07854_,19.82
blkProj14999_7.blk2116_47.r_Registers\[25\]\[0\],19.815
blkProj14999_7.blk2116_47.r_Registers\[25\]\[9\],19.8
blkProj14999_7.blk2116_47.r_Registers\[30\]\[14\],19.8
blkProj14999_7.blkProj14963_55.blk3902_64.r_Mem\[1\]\[30\],19.78
_04924_,19.76
_07322_,19.76
blkProj14999_7.blk2116_47.r_Registers\[26\]\[12\],19.755
_06206_,19.75
_07738_,19.75
blkProj14999_7.blk2116_47.r_Registers\[28\]\[27\],19.74
blkProj14999_7.blk2116_47.r_Registers\[4\]\[29\],19.72
net112,19.72
_07154_,19.7
blkProj14999_7.blk2116_47.r_Registers\[22\]\[25\],19.7
blkProj14999_7.blk2116_47.r_Registers\[7\]\[18\],19.7
_04707_,19.68
_04497_,19.65
blkProj14999_7.blk3989_105.Result\[6\],19.64
_03696_,19.62
_06209_,19.62
_06324_,19.62
_07610_,19.6
blkProj14999_7.blk2116_47.r_Registers\[9\]\[23\],19.6
blkProj14999_7.blk2116_47.r_Registers\[3\]\[5\],19.56
_07225_,19.52
_08270_,19.52
blkProj14999_7.blk2116_47.r_Registers\[5\]\[29\],19.5
_06067_,19.48
_07068_,19.48
blkProj14999_7.blk2116_47.r_Registers\[10\]\[12\],19.48
_05504_,19.46
blkProj14999_7.blk2116_47.r_Registers\[10\]\[21\],19.46
blkProj14999_7.blk2116_47.r_Registers\[23\]\[18\],19.46
blkProj14999_7.blk2116_47.r_Registers\[29\]\[3\],19.46
blkProj14999_7.blkProj14963_55.blk1779_46.A\[20\],19.445
_03479_,19.44
_07740_,19.44
blkProj14999_7.blk3997_110.PC\[3\],19.42
blkProj14999_7.blk2116_47.r_Registers\[15\]\[25\],19.41
_03078_,19.4
_04923_,19.4
blkProj14999_7.blk2116_47.r_Registers\[17\]\[18\],19.385
_04847_,19.36
_05013_,19.36
blkProj14999_7.blk2116_47.r_Registers\[23\]\[13\],19.36
_06156_,19.32
blkProj14999_7.blk2116_47.r_Registers\[15\]\[16\],19.32
blkProj14999_7.blkProj14963_55.blk3902_64.r_Mem\[2\]\[28\],19.32
net106,19.305
_05075_,19.3
_06277_,19.3
blkProj14999_7.blk2116_47.r_Registers\[12\]\[7\],19.3
_05125_,19.28
_05751_,19.28
_06613_,19.28
_07095_,19.28
blkProj14999_7.blk2116_47.r_Registers\[0\]\[5\],19.28
net183,19.28
blkProj14999_7.blk2116_47.r_Registers\[4\]\[23\],19.26
blkProj14999_7.blk2116_47.r_Registers\[26\]\[20\],19.245
blkProj14999_7.blk2116_47.r_Registers\[0\]\[8\],19.24
blkProj14999_7.blk2116_47.r_Registers\[7\]\[17\],19.24
_06435_,19.22
_07670_,19.22
blkProj14999_7.blk2116_47.r_Registers\[21\]\[25\],19.185
_07642_,19.18
blkProj14999_7.blk2116_47.r_Registers\[30\]\[8\],19.18
_05090_,19.12
_07323_,19.12
_07766_,19.12
blkProj14999_7.blk2116_47.r_Registers\[12\]\[0\],19.11
_06335_,19.1
blkProj14999_7.blk2116_47.r_Registers\[28\]\[16\],19.1
blkProj14999_7.blk2116_47.r_Registers\[12\]\[5\],19.09
blkProj14999_7.blkProj14963_55.blk3902_64.r_Mem\[2\]\[8\],19.08
_04317_,19.04
_04372_,19.04
_05691_,19.04
blkProj14999_7.blk2116_47.r_Registers\[23\]\[17\],19.04
blkProj14999_7.blk2116_47.r_Registers\[18\]\[26\],19.025
blkProj14999_7.blk2116_47.r_Registers\[30\]\[1\],19.025
_05580_,19.02
_05675_,19.02
blkProj14999_7.blk2116_47.r_Registers\[30\]\[7\],19.02
_08097_,19
blkProj14999_7.blk2116_47.r_Registers\[20\]\[13\],19
_03720_,18.98
_05501_,18.98
blkProj14999_7.blk2116_47.r_Registers\[27\]\[0\],18.98
blkProj14999_7.blk2116_47.r_Registers\[7\]\[23\],18.98
blkProj14999_7.blk3997_110.PC\[14\],18.98
blkProj14999_7.blk2116_47.r_Registers\[24\]\[23\],18.96
blkProj14999_7.blk2116_47.r_Registers\[9\]\[24\],18.96
o_exeout[24],18.95
_05565_,18.94
_07523_,18.94
_07613_,18.93
_05762_,18.92
_06969_,18.92
blkProj14999_7.blk2116_47.r_Registers\[24\]\[5\],18.92
blkProj14999_7.blk2116_47.r_Registers\[25\]\[4\],18.91
_07341_,18.9
_07862_,18.9
blkProj14999_7.blk2116_47.r_Registers\[19\]\[21\],18.9
_04827_,18.88
_03501_,18.86
blkProj14999_7.blk2116_47.r_Registers\[9\]\[15\],18.82
_05603_,18.8
blkProj14999_7.blk2116_47.r_Registers\[29\]\[6\],18.8
_04220_,18.78
_04081_,18.76
_05715_,18.76
blkProj14999_7.blk2116_47.r_Registers\[13\]\[10\],18.74
net175,18.74
_07600_,18.725
_06782_,18.72
blkProj14999_7.blk2116_47.r_Registers\[2\]\[9\],18.71
_05181_,18.7
_07942_,18.7
blkProj14999_7.blk2116_47.r_Registers\[2\]\[10\],18.7
blkProj14999_7.blk2116_47.r_Registers\[3\]\[16\],18.69
_06792_,18.68
blkProj14999_7.blk2116_47.r_Registers\[9\]\[7\],18.66
_05174_,18.62
_06247_,18.62
blkProj14999_7.blk2116_47.r_Registers\[11\]\[4\],18.62
blkProj14999_7.blk2116_47.r_Registers\[1\]\[8\],18.6
blkProj14999_7.blkProj14963_55.blk3902_64.r_Mem\[1\]\[29\],18.6
_06519_,18.58
blkProj14999_7.blk2116_47.r_Registers\[23\]\[2\],18.58
o_Instruction[3],18.58
_05597_,18.57
_07436_,18.56
blkProj14999_7.blk2116_47.r_Registers\[11\]\[20\],18.56
blkProj14999_7.blk2116_47.r_Registers\[5\]\[4\],18.56
blkProj14999_7.blk2116_47.r_Registers\[9\]\[18\],18.56
net224,18.56
_06386_,18.54
blkProj14999_7.blk2116_47.r_Registers\[25\]\[1\],18.53
_04133_,18.52
_04896_,18.52
blkProj14999_7.blk2116_47.r_Registers\[20\]\[23\],18.48
blkProj14999_7.blk2116_47.r_Registers\[5\]\[10\],18.48
blkProj14999_7.blk2116_47.r_Registers\[20\]\[0\],18.42
blkProj14999_7.blk2116_47.r_Registers\[0\]\[4\],18.415
_07389_,18.4
blkProj14999_7.blk2116_47.r_Registers\[13\]\[23\],18.37
clknet_leaf_182_i_clk,18.36
_07534_,18.34
blkProj14999_7.blkProj14963_55.blk3902_64.r_Mem\[1\]\[3\],18.34
_07637_,18.325
_04646_,18.32
_07425_,18.32
blkProj14999_7.blk2116_47.r_Registers\[19\]\[16\],18.32
blkProj14999_7.blk2116_47.r_Registers\[20\]\[28\],18.32
blkProj14999_7.blk2116_47.r_Registers\[22\]\[10\],18.32
_04059_,18.3
_05068_,18.3
_06043_,18.3
blkProj14999_7.blk2116_47.r_Registers\[11\]\[8\],18.3
blkProj14999_7.blk2116_47.r_Registers\[12\]\[4\],18.3
_03591_,18.28
_05198_,18.28
_05224_,18.26
_05630_,18.26
_07744_,18.26
blkProj14999_7.blk2116_47.r_Registers\[26\]\[9\],18.25
_07606_,18.24
blkProj14999_7.blk2116_47.r_Registers\[12\]\[2\],18.24
net170,18.225
_05648_,18.22
_05879_,18.22
_07565_,18.22
blkProj14999_7.blk2116_47.r_Registers\[22\]\[1\],18.22
net149,18.22
blkProj14999_7.blk2116_47.r_Registers\[18\]\[30\],18.21
_03497_,18.2
blkProj14999_7.blk2116_47.r_Registers\[20\]\[9\],18.2
_05976_,18.18
blkProj14999_7.blk2116_47.r_Registers\[23\]\[12\],18.16
blkProj14999_7.blk2116_47.r_Registers\[0\]\[22\],18.155
_04292_,18.14
_06330_,18.14
blkProj14999_7.blk2116_47.r_Registers\[17\]\[5\],18.14
_06292_,18.12
_07557_,18.12
blkProj14999_7.blk2116_47.r_Registers\[2\]\[12\],18.1
clknet_leaf_72_i_clk,18.1
_05832_,18.08
blkProj14999_7.blk2116_47.r_Registers\[24\]\[28\],18.08
blkProj14999_7.blk2116_47.r_Registers\[28\]\[13\],18.08
_03703_,18.06
_04034_,18.06
_04252_,18.06
_04788_,18.06
blkProj14999_7.blk2116_47.r_Registers\[21\]\[7\],18.05
_05923_,18.02
_08296_,18.02
blkProj14999_7.blk2116_47.r_Registers\[28\]\[1\],18.02
blkProj14999_7.blkProj14963_55.blk3902_64.r_Mem\[2\]\[26\],18.02
clknet_leaf_76_i_clk,18.02
_07483_,18
_07488_,18
blkProj14999_7.blk2116_47.r_Registers\[15\]\[5\],18
_04942_,17.98
_06124_,17.98
_07354_,17.98
blkProj14999_7.blk2116_47.r_Registers\[6\]\[5\],17.97
_05163_,17.96
_05988_,17.96
blkProj14999_7.blk2116_47.r_Registers\[23\]\[11\],17.96
blkProj14999_7.blk2116_47.r_Registers\[7\]\[12\],17.96
_07136_,17.94
_04258_,17.92
_04963_,17.92
_05295_,17.92
net155,17.92
_03584_,17.89
blkProj14999_7.blk2116_47.r_Registers\[30\]\[24\],17.865
net100,17.865
_05911_,17.86
_07861_,17.86
blkProj14999_7.blk2116_47.r_Registers\[6\]\[4\],17.82
clknet_leaf_77_i_clk,17.82
net528,17.82
_07496_,17.8
_06061_,17.795
_05115_,17.78
_07414_,17.78
blkProj14999_7.blkProj14963_55.blk3902_64.r_Mem\[2\]\[15\],17.78
_04903_,17.74
_05959_,17.74
blkProj14999_7.blk2116_47.r_Registers\[4\]\[25\],17.74
blkProj14999_7.blk2116_47.r_Registers\[19\]\[12\],17.72
blkProj14999_7.blk2116_47.r_Registers\[1\]\[27\],17.72
blkProj14999_7.blk2116_47.r_Registers\[2\]\[14\],17.72
blkProj14999_7.blk2116_47.r_Registers\[26\]\[5\],17.705
_03629_,17.7
_03716_,17.7
_06345_,17.7
_08504_,17.7
blkProj14999_7.blk2116_47.r_Registers\[15\]\[26\],17.7
blkProj14999_7.blk2116_47.r_Registers\[28\]\[21\],17.7
blkProj14999_7.blkProj14963_55.blk3902_64.r_Mem\[0\]\[29\],17.7
_08090_,17.68
blkProj14999_7.blk2116_47.r_Registers\[4\]\[2\],17.68
net166,17.68
_07433_,17.66
blkProj14999_7.blk2116_47.r_Registers\[3\]\[15\],17.66
o_exeout[21],17.66
_05622_,17.64
_07097_,17.64
blkProj14999_7.blk2116_47.r_Registers\[30\]\[19\],17.64
_04796_,17.635
_07581_,17.62
_07530_,17.6
_07564_,17.58
_07649_,17.58
blkProj14999_7.blk2116_47.r_Registers\[16\]\[3\],17.58
blkProj14999_7.blk2116_47.r_Registers\[23\]\[5\],17.58
_06480_,17.56
blkProj14999_7.blk2116_47.r_Registers\[0\]\[17\],17.56
blkProj14999_7.blk3989_105.Result\[14\],17.545
_05256_,17.54
_03710_,17.52
_04828_,17.52
_05087_,17.52
_07545_,17.52
blkProj14999_7.blkProj14963_55.blk3902_64.r_Mem\[1\]\[26\],17.52
net101,17.52
_03435_,17.48
_06194_,17.48
_07335_,17.48
blkProj14999_7.blk2116_47.r_Registers\[6\]\[8\],17.46
_06029_,17.44
_06866_,17.44
blkProj14999_7.blk2116_47.r_Registers\[3\]\[18\],17.44
blkProj14999_7.blk3997_110.PC\[2\],17.44
blkProj14999_7.blkProj14963_55.blk3902_64.r_Mem\[2\]\[10\],17.44
_07863_,17.42
_07929_,17.42
blkProj14999_7.blk2116_47.r_Registers\[4\]\[30\],17.42
blkProj14999_7.blk2116_47.r_Registers\[21\]\[4\],17.39
_07080_,17.385
_07431_,17.38
net280,17.38
_03571_,17.36
_07319_,17.34
_07656_,17.34
blkProj14999_7.blk2116_47.r_Registers\[30\]\[20\],17.335
_03532_,17.32
_04639_,17.32
blkProj14999_7.blk2116_47.r_Registers\[17\]\[26\],17.31
_08035_,17.3
_05432_,17.28
_05496_,17.28
_07524_,17.28
blkProj14999_7.blk2116_47.r_Registers\[8\]\[11\],17.28
blkProj14999_7.blk2116_47.r_Registers\[2\]\[30\],17.27
_07186_,17.26
_07444_,17.26
blkProj14999_7.blk2116_47.r_Registers\[4\]\[20\],17.26
_06771_,17.24
blkProj14999_7.blk2116_47.r_Registers\[8\]\[27\],17.24
blkProj14999_7.blkProj14991_42.blk3979_4.multiplier\[24\],17.24
net141,17.24
net144,17.22
_05992_,17.2
_03713_,17.18
blkProj14999_7.blk2116_47.r_Registers\[0\]\[27\],17.18
_06832_,17.175
blkProj14999_7.blk2116_47.r_Registers\[16\]\[6\],17.16
_03675_,17.14
_04794_,17.14
_06201_,17.14
_07280_,17.14
_08029_,17.14
net76,17.14
_06129_,17.13
blkProj14999_7.blk2116_47.r_Registers\[10\]\[19\],17.12
blkProj14999_7.blk2116_47.r_Registers\[6\]\[7\],17.12
blkProj14999_7.blkProj14991_42.blk3979_4.funct3_r\[1\],17.1
_05110_,17.08
blkProj14999_7.blk2116_47.r_Registers\[5\]\[31\],17.08
_05413_,17.07
_05741_,17.06
_07573_,17.06
blkProj14999_7.blk2116_47.r_Registers\[28\]\[0\],17.06
net115,17.06
blkProj14999_7.blk2116_47.r_Registers\[3\]\[4\],17.04
blkProj14999_7.blk2116_47.r_Registers\[3\]\[9\],17.04
blkProj14999_7.blk2116_47.r_Registers\[11\]\[5\],17.03
_05091_,17.02
_07618_,17.02
blkProj14999_7.blkProj14963_55.blk1779_46.A\[17\],17.02
_04409_,17
_07626_,17
blkProj14999_7.blk2116_47.r_Registers\[26\]\[15\],16.985
_03541_,16.98
blkProj14999_7.blk2116_47.r_Registers\[18\]\[3\],16.98
blkProj14999_7.blk2116_47.r_Registers\[6\]\[26\],16.98
_07467_,16.96
_07634_,16.96
blkProj14999_7.blk2116_47.r_Registers\[17\]\[22\],16.96
_03489_,16.94
_05543_,16.94
_07262_,16.94
_07402_,16.94
_08364_,16.94
blkProj14999_7.blk2116_47.r_Registers\[23\]\[22\],16.94
blkProj14999_7.blk2116_47.r_Registers\[18\]\[0\],16.93
_06149_,16.92
net449,16.92
blkProj14999_7.blkProj14991_42.blk3979_4.multiplicand\[60\],16.9
_04236_,16.88
_05477_,16.88
blkProj14999_7.blk2116_47.r_Registers\[28\]\[9\],16.88
blkProj14999_7.blk2116_47.r_Registers\[7\]\[8\],16.88
_03619_,16.86
_06491_,16.83
blkProj14999_7.blk2116_47.r_Registers\[2\]\[28\],16.83
blkProj14999_7.blk2116_47.r_Registers\[5\]\[24\],16.82
blkProj14999_7.blkProj14991_42.blk3979_4.multiplier\[25\],16.82
_08275_,16.8
_02723_,16.78
_07591_,16.78
_07780_,16.78
_04149_,16.76
_04944_,16.76
_05681_,16.76
_06467_,16.76
_07874_,16.76
blkProj14999_7.blk3989_105.Result\[8\],16.76
_04006_,16.74
_05538_,16.74
_07825_,16.74
_08246_,16.74
_03463_,16.73
_02288_,16.72
clknet_leaf_113_i_clk,16.72
net189,16.705
_04606_,16.7
_07469_,16.7
blkProj14999_7.blk2116_47.r_Registers\[22\]\[7\],16.7
blkProj14999_7.blk2116_47.r_Registers\[16\]\[22\],16.69
_05129_,16.68
_07732_,16.68
_06340_,16.675
blkProj14999_7.blk2116_47.r_Registers\[24\]\[27\],16.66
_04700_,16.64
blkProj14999_7.blk2116_47.r_Registers\[31\]\[20\],16.64
_04200_,16.6
_06103_,16.6
_07451_,16.6
blkProj14999_7.blk2116_47.r_Registers\[31\]\[7\],16.6
_06301_,16.58
_06870_,16.58
blkProj14999_7.blk2116_47.r_Registers\[23\]\[0\],16.58
blkProj14999_7.blk2116_47.r_Registers\[27\]\[11\],16.58
_04622_,16.56
_07615_,16.56
blkProj14999_7.blkProj14991_42.blk3979_4.count\[2\],16.56
blkProj14999_7.blk2116_47.r_Registers\[3\]\[13\],16.54
net151,16.54
_03506_,16.52
_06528_,16.52
blkProj14999_7.blk2116_47.r_Registers\[16\]\[19\],16.52
net146,16.52
_05217_,16.5
blkProj14999_7.blkProj14991_42.blk3979_4.multiplier\[27\],16.5
_04633_,16.48
_05801_,16.48
blkProj14999_7.blk2116_47.r_Registers\[2\]\[16\],16.41
blkProj14999_7.blk2116_47.r_Registers\[25\]\[31\],16.405
_04030_,16.4
_05246_,16.4
blkProj14999_7.blk2116_47.r_Registers\[11\]\[19\],16.4
blkProj14999_7.blk2116_47.r_Registers\[15\]\[7\],16.4
blkProj14999_7.blk2116_47.r_Registers\[21\]\[14\],16.385
_07218_,16.38
blkProj14999_7.blk2116_47.r_Registers\[26\]\[23\],16.37
_06207_,16.36
blkProj14999_7.blk2116_47.r_Registers\[10\]\[24\],16.36
blkProj14999_7.blk2116_47.r_Registers\[23\]\[10\],16.36
blkProj14999_7.blk2116_47.r_Registers\[5\]\[23\],16.36
